Monat,Brand,Influencer,Zuständigkeit,Channel,Content,Status,Story_Public_Date,Reminder_oder__Teaser?,Wann?,Preis,Est._Views,CPM,Link_Klicks,Real_Views,Umsatz,ROAS,Beworbenes__Produkt
July,Purelei,laura.hrsh,SB,ig,story inkl. rem.,done,2025-07-02,reminder,2025-07-07,1.0,38.19,26.0,,,,,Schmuck individuell
July,girlgotlashes,miss.puschinella,SB,ig,reel,done,2025-07-02,nichts,,0.0,,,,,,,Wimpernset
July,Purelei,our.best.journey,DP,ig,story inkl. rem.,done,2025-07-02,reminder,2025-07-11,450.0,16.45,27.0,,,,,Schmuck individuell
July,Hydraid,sophiavanlaak,LS,ig,story inkl. rem.,done,2025-07-03,reminder,2025-07-09,450.0,10.0,45.0,,,,,
July,Purelei,saniskates,JT,ig,story inkl. rem.,done,2025-07-03,reminder,2025-07-05,1.75,50.0,35.0,,,,,Schmuck individuell
July,Bauhaus,esthercrash,LS,ig,story inkl. rem.,done,2025-07-03,reminder,2025-07-08,250.0,8.0,31.0,,,,,
July,IEA,leicht.umsetzbar,LS,ig,story inkl. rem.,done,2025-07-03,reminder,2025-07-06,850.0,20.0,43.0,,,,,
July,Purelei,liaundalfi,SB,ig,story inkl. rem.,done,2025-07-03,reminder,2025-07-09,1.0,47.0,21.0,,,,,Schmuck individuell
July,Purelei,officialyvonnemouhlen,DP,ig,story inkl. rem.,done,2025-07-04,reminder,2025-07-06,700.0,38.7,18.0,,,,,Schmuck individuell
July,Purelei,woelbchen,JT,ig,story inkl. rem.,done,2025-07-04,reminder,2025-07-08,2.5,55.0,45.0,,,,,Schmuck individuell
July,Purelei,_leahsr,SB,ig,story inkl. rem.,done,2025-07-04,reminder,2025-07-09,630.0,18.0,35.0,,,,,Schmuck individuell
July,Vonmählen,kriskemmetinger,LS,ig,story inkl. rem.,done,2025-07-04,reminder,2025-07-09,100.0,8.0,13.0,,,,,
July,Purelei,Alexa Anton,DP,ig,story inkl. rem.,done,2025-07-05,reminder,2025-07-07,0.0,3.68,0.0,,,,,Schmuck individuell
July,Purelei,selinaosoul (happykatalina),SB,ig,story inkl. rem.,done,2025-07-05,reminder,2025-07-09,250.0,24.0,10.0,,,,,Schmuck individuell
July,Purelei,aboutnati__,LL,ig,story inkl. rem.,done,2025-07-06,reminder,2025-07-10,180.0,4.674,39.0,,,,,Schmuck individuell
July,TerraCanis,vera_intveen,SB,ig,story inkl. rem.,done,2025-07-06,reminder,2025-07-11,1.25,27.0,46.0,,,,,Hundefutter allgemein
July,girlgotlashes,cassycassau,SB,ig,reel,done,2025-07-07,reminder,,0.0,,0.0,,,,,Wimpernset
July,Vonmählen,joanaslichtpoesie,LS,ig,story inkl. rem.,done,2025-07-07,reminder,2025-07-13,2.1,60.0,35.0,,,,,
July,TerraCanis,jess___blog ,SB,ig,story inkl. rem.,done,2025-07-07,reminder,2025-07-09,1.0,28.0,36.0,,,,,Hundefutter allgemein
July,girlgotlashes,justsayeleanor,DP,ig,story inkl. rem.,done,2025-07-07,reminder,2025-07-10,1.3,29.05,45.0,,,,,Wimpernset
July,girlgotlashes,Gloria.Glumac,DP,ig,story inkl. rem.,done,2025-07-08,reminder,2025-07-10,1.1,128.844,9.0,,,,,Wimpernset
July,Purelei,dinas.snacks,SB,ig,story inkl. rem.,done,2025-07-08,reminder,2025-07-10,250.0,12.0,21.0,,,,,Schmuck individuell
July,IEA,the.hendersons,LB,ig,story inkl. rem.,done,2025-07-09,reminder,2025-07-14,750.0,16.9,44.0,,,,,
July,Farben Löwe,gebardis,LS,ig,story inkl. rem.,done,2025-07-10,reminder,2025-07-17,0.0,20.0,0.0,,,,,
July,Purelei,susanne_twentytwoplotts,LL,ig,story inkl. rem.,done,2025-07-09,reminder,2025-07-12,280.0,11.602,24.0,,,,,Schmuck individuell
July,girlgotlashes,stephis.familienleben,DP,ig,story inkl. rem.,done,2025-07-10,reminder,2025-07-13,300.0,,,,,,,Wimpernset
July,Purelei,zuckerwattenwunder,SB,ig,story inkl. rem.,done,2025-07-10,reminder,2025-07-13,450.0,35.0,13.0,,,,,Schmuck individuell
July,IEA,sarah_schleicher_,LS,ig,story inkl. rem.,done,2025-07-10,reminder,2025-07-12,200.0,8.0,25.0,,,,,
July,Bauhaus,dahoam_mit_herz,LS,ig,story inkl. rem.,done,2025-07-10,reminder,2025-07-12,450.0,15.0,30.0,,,,,
July,Purelei,vallixpauline,DP,ig,story inkl. rem.,done,2025-07-18,reminder,2025-07-21,1.0,23.401,43.0,,,,,Schmuck individuell
July,Purelei,_babsi_ba,DP,ig,story inkl. rem.,done,2025-07-10,reminder,2025-07-13,600.0,18.0,33.0,,,,,Schmuck individuell
July,Zahnheld,_moon_emma_,SB,ig,story inkl. rem.,done,2025-07-11,reminder,2025-07-13,300.0,15.0,20.0,,,,,Schallzahnbürste
July,IOS,svenhphotography,DP,ig,story inkl. rem.,done,2025-07-11,reminder,2025-07-14,300.0,5.5,55.0,,,,,
July,Purelei,stephis.familienleben,LL,ig,story inkl. rem.,done,2025-07-11,reminder,2025-07-14,250.0,12.858,19.0,,,,,Schmuck individuell
July,Purelei,_11imglueck,SB,ig,story inkl. rem.,done,2025-07-12,reminder,2025-07-14,1.5,180.0,8.0,,,,,Schmuck individuell
July,Rudelkönig,aenna_xoxo,DP,ig,story inkl. rem.,done,2025-07-12,reminder,2025-07-14,700.0,17.0,41.0,,,,,"- Schleppleine orange 5m
- Geschirr Bella M
- Hundebademantel M
- Futterplatzset Keramik Weiß
- Kofferraumschutz gesteppt"
July,Purelei,cocolie.brokkoli,SB,ig,story inkl. rem.,done,2025-07-12,reminder,2025-07-15,2.5,70.0,36.0,,,,,Schmuck individuell
July,Purelei,frau.wonnevoll,DP,ig,story inkl. rem.,done,2025-07-12,reminder,2025-07-18,650.0,16.7,39.0,,,,,Schmuck individuell
July,Purelei,svenjafuxs,SB,ig,story inkl. rem.,done,2025-07-14,reminder,2025-06-18,500.0,14.73,34.0,,,,,Schmuck individuell
July,Purelei,fabulous_nougat,DP,ig,story inkl. rem.,done,2025-07-14,reminder,2025-07-16,600.0,30.0,20.0,,,,,Schmuck individuell
July,Purelei,mrs_ermerson,SB,ig,story inkl. rem.,done,2025-07-12,reminder,2025-07-15,2.0,50.0,40.0,,,,,Schmuck individuell
July,Zahnheld,paulina_sophiee,SB,ig,story inkl. rem.,done,2025-07-13,reminder,2025-07-15,550.0,10.0,55.0,,,,,Schallzahnbürste
July,Purelei,caroline.helming,SB,ig,story inkl. rem.,done,2025-07-13,reminder,2025-07-22,1.0,28.0,36.0,,,,,Schmuck individuell
July,IEA,villaneubi,,ig,story inkl. rem.,done,2025-07-13,reminder,2025-07-15,400.0,23.0,17.0,,,,,
July,Purelei,dr.med_muellner,SB,ig,story inkl. rem.,done,2025-07-13,reminder,2025-07-16,1.5,25.0,60.0,,,,,Schmuck individuell
July,Purelei,nina.reality,DP,ig,story inkl. rem.,done,2025-07-13,reminder,2025-07-16,0.0,4.3,0.0,,,,,Schmuck individuell
July,Purelei,bully.joia,SB,ig,story inkl. rem.,done,2025-07-14,reminder,2025-07-17,400.0,8.4,48.0,,,,,Schmuck individuell
July,TerraCanis,kikidoyouloveme,SB,ig,story,done,2025-07-14,nichts,,6.0,150.0,40.0,,,,,Hundefutter allgemein
July,Farben Löwe,_interior_and_more,LS,ig,story inkl. rem.,done,2025-07-14,reminder,2025-07-21,300.0,10.0,30.0,,,,,
July,Purelei,miraams,SB,ig,story inkl. rem.,done,2025-07-14,reminder,2025-07-17,1.5,60.0,25.0,,,,,Schmuck individuell
July,girlgotlashes,my_beautyful_things,SB,ig,story inkl. rem.,done,2025-07-14,reminder,2025-07-17,0.0,,,,,,,Wimpernset
July,girlgotlashes,onlyalinii,SB,ig,tiktok,done,2025-07-14,reminder,2025-07-17,0.0,,,,,,,Wimpernset
July,Hydraid,lenaschreiber,LB,ig,story inkl. rem.,done,2025-07-15,reminder,2025-07-21,800.0,13.4,60.0,,,,,
July,Hydraid,just.gocycling,LB,ig,story inkl. rem.,done,2025-07-15,reminder,2025-07-21,400.0,11.6,34.0,,,,,
July,TerraCanis,karolina.deiss ,SB,ig,story inkl. rem.,done,2025-07-15,reminder,2025-07-18,1.7,50.0,34.0,,,,,Hundefutter allgemein
July,Hydraid,alessiamoves,LS,ig,story inkl. rem.,done,2025-07-15,reminder,2025-07-17,300.0,8.0,38.0,,,,,
July,Farben Löwe,sarah_schleicher_,LS,ig,story inkl. rem.,done,2025-07-15,reminder,2025-07-18,200.0,8.0,25.0,,,,,
July,Purelei,emilylior,SB,ig,story inkl. rem.,done,2025-07-15,reminder,2025-07-18,200.0,7.0,29.0,,,,,Schmuck individuell
July,IEA,lisajungx,LB,ig,story inkl. rem.,done,2025-07-16,reminder,2025-07-20,1.0,20.0,50.0,,,,,
July,girlgotlashes,mrs.marlisa,DP,ig,story inkl. rem.,done,2025-07-16,reminder,2025-07-19,500.0,46.0,11.0,,,,,Wimpernset
July,girlgotlashes,mallieee_,SB,ig,story inkl. rem.,done,2025-07-16,reminder,2025-07-19,0.0,,,,,,,Wimpernset
July,Zahnheld,labellove84,LS,ig,story,done,2025-07-16,reminder,2025-07-21,200.0,7.0,0.0,,,,,Schallzahnbürste
July,TerraCanis,janinakindt,SB,ig,story inkl. rem.,done,2025-07-16,reminder,2025-07-18,300.0,14.0,21.0,,,,,Hundefutter allgemein
July,Purelei,maggieee_yt,DP,ig,story inkl. rem.,done,2025-07-17,reminder,2025-07-19,6.0,144.2,42.0,,,,,Schmuck individuell
July,Bauhaus,hausnr_8,LS,ig,story inkl. rem.,done,2025-07-17,reminder,2025-07-20,400.0,10.0,40.0,,,,,
July,girlgotlashes,miss.puschinella,SB,ig,story inkl. rem.,done,2025-07-17,reminder,2025-07-20,0.0,,,,,,,Wimpernset
July,Hydraid,fine.nld,LS,ig,story,done,2025-07-17,nichts,,0.0,5.0,,,,,,
July,Purelei,sandra.sicora,SB,ig,story inkl. rem.,done,2025-07-17,reminder,2025-07-22,1.75,,,,,,,Schmuck individuell
July,girlgotlashes,dobbyundjo,SB,ig,story inkl. rem.,done,2025-07-18,reminder,2025-07-22,1.6,,,,,,,Wimpernset
July,Zahnheld,einfach.stephi,LS,ig,story inkl. rem.,done,2025-07-19,reminder,2025-07-21,400.0,,,,,,,Schallzahnbürste
July,Farben Löwe,saniskates,JT,ig,story inkl. rem.,done,2025-07-20,reminder,2025-07-23,2.5,50.0,50.0,,,,,
July,TerraCanis,lisarrey,SB,ig,story inkl. rem.,done,2025-07-20,reminder,2025-07-23,4.5,154.0,29.0,,,,,Hundefutter allgemein
July,Purelei,paulina_sophiee,SB,ig,story inkl. rem.,done,2025-07-21,reminder,2025-07-23,550.0,10.0,55.0,,,,,Schmuck individuell
July,Zahnheld,my_beautyful_things,SB,ig,story inkl. rem.,done,2025-07-21,reminder,2025-07-24,0.0,,,,,,,Schallzahnbürste
July,Hydraid,pius_saier,LS,ig,story inkl. rem.,done,2025-07-21,reminder,2025-07-25,1.2,30.0,40.0,,,,,
July,Purelei,vanessa.niederl,SB,ig,story inkl. rem.,done,2025-07-21,reminder,2025-07-25,1.8,,,,,,,Schmuck individuell
July,Purelei,familyfun_mileyswelt,SB,ig,story inkl. rem.,done,2025-07-21,reminder,2025-07-24,800.0,22.0,36.0,,,,,Schmuck individuell
July,IEA,janinasarahwestphal,LB,ig,story inkl. rem.,done,2025-07-22,reminder,2025-07-28,1.1,30.0,37.0,,,,,
July,Purelei,thats.mi,SB,ig,story inkl. rem.,done,2025-07-22,reminder,2025-07-24,3.75,105.0,36.0,,,,,Schmuck individuell
July,Purelei,janihager,SB,ig,story inkl. rem.,done,2025-07-22,reminder,2025-07-24,950.0,20.0,48.0,,,,,Schmuck individuell
July,IEA,myhorsediary,LS,ig,story inkl. rem.,done,2025-07-22,reminder,2025-07-30,680.0,20.0,34.0,,,,,
July,IEA,konfettiimherz,LS,ig,story inkl. rem.,done,2025-07-22,reminder,2025-07-25,2.8,80.0,42.0,,,,,
July,TerraCanis,djangoholly_crazy_greek_dogs,SB,ig,story inkl. rem.,done,2025-07-22,reminder,2025-07-30,,,,,,,,Hundefutter allgemein
July,Purelei,laxobu,SB,ig,story inkl. rem.,done,2025-07-22,reminder,2025-07-27,90.0,6.15,15.0,,,,,Schmuck individuell
July,Purelei,lisa_liilaa,LL,ig,story inkl. rem.,done,2025-07-24,reminder,2025-07-26,600.0,14.275,42.0,,,,,Schmuck individuell
July,Hydraid,adagranda_,LS,ig,story inkl. rem.,done,2025-07-25,reminder,2025-07-27,1.0,45.0,22.0,,,,,
July,Purelei,frani.fine,SB,ig,story inkl. rem.,done,2025-07-23,reminder,2025-07-26,250.0,8.0,31.0,,,,,Schmuck individuell
July,girlgotlashes,kristinathrills,DP,ig,story inkl. rem.,done,2025-07-29,reminder,2025-07-31,400.0,17.5,23.0,,,,,Flirt Filter Set & Starter Set
July,Farben Löwe,insight.bohogarden,LS,ig,story,done,2025-07-23,reminder,2025-07-30,150.0,8.0,19.0,,,,,
July,Bauhaus,buildmyhomebytm,LS,ig,story inkl. rem.,done,2025-07-24,reminder,2025-07-29,600.0,20.0,30.0,,,,,
July,Bauhaus,eigenheimliebe,LS,ig,story inkl. rem.,done,2025-07-24,reminder,2025-07-27,1.45,,,,,,,
July,Purelei,aenna.xoxo,LB,ig,story inkl. rem.,done,2025-07-24,reminder,2025-07-31,800.0,17.0,47.0,,,,,Schmuck individuell
July,Purelei,ana.snider,SB,ig,story inkl. rem.,done,2025-07-25,reminder,2025-07-29,500.0,0.0,,,,,,Schmuck individuell
July,girlgotlashes,curvywelt,DP,ig,story inkl. rem.,done,2025-07-25,reminder,2025-07-27,350.0,12.692,28.0,,,,,Wimpernset
July,Purelei,jule.popule,SB,ig,story inkl. rem.,done,2025-07-26,reminder,2025-07-30,2.0,36.0,56.0,,,,,Schmuck individuell
July,Purelei,fitaudrey,LL,ig,story inkl. rem.,done,2025-07-26,reminder,2025-07-29,1.2,31.058,39.0,,,,,Schmuck individuell
July,Purelei,allaboutjjas,SB,ig,story inkl. rem.,done,2025-07-26,reminder,2025-07-28,0.0,0.0,,,,,,Schmuck individuell
July,Purelei,celineft1,LL,ig,story inkl. rem.,done,2025-07-26,reminder,2025-07-28,400.0,5.515,73.0,,,,,Schmuck individuell
July,Purelei,AllesJut,DP,yt,yt,done,2025-07-27,nichts,,1.5,55.0,27.0,,,,,300€ Gutschein
July,Purelei,nedaxamiri,SB,ig,story inkl. rem.,done,2025-07-27,reminder,2025-07-31,400.0,15.0,27.0,,,,,Schmuck individuell
July,girlgotlashes,naddyblack2.0,SB,ig,story inkl. rem.,done,2025-07-27,reminder,2025-07-30,0.0,,,,,,,Wimpernset
July,girlgotlashes,jennyjcby,SB,ig,story inkl. rem.,done,2025-07-27,reminder,2025-07-31,0.0,,,,,,,Wimpernset
July,Purelei,miss.puschinella,SB,ig,story inkl. rem.,done,2025-07-28,reminder,2025-07-30,0.0,,,,,,,Wimpernset
July,Purelei,liebevoll.aufwachsen,SB,ig,story inkl. rem.,done,2025-07-28,reminder,2025-07-30,190.0,8.924,21.0,,,,,Schmuck individuell
July,Purelei,eva.maria_meidl ,SB,ig,story inkl. rem.,done,2025-07-28,reminder,2025-07-30,220.0,6.0,37.0,,,,,Schmuck individuell
July,IEA,saskia_and_family,LB,ig,story inkl. rem.,done,2025-07-28,reminder,2025-07-31,1.8,51.7,35.0,,,,,
July,Hydraid,runlinirun,LB,ig,story inkl. rem.,done,2025-07-28,reminder,2025-07-31,0.0,1.0,0.0,,,,,
July,girlgotlashes,lisa.schnapa,SB,ig,story inkl. rem.,done,2025-07-29,reminder,2025-08-01,480.0,14.0,34.0,,,,,Wimpernset
July,IOS,Michael Smolik,DP,ig,story inkl. rem.,done,2025-07-10,reminder,2025-07-19,2.0,60.0,33.0,,,,,
July,IOS,der_flory,JT,ig,story inkl. rem.,done,2025-07-20,reminder,2025-07-27,300.0,20.0,15.0,,,,,
July,Purelei,terri.myr,PS,ig,story inkl. rem.,done,2025-07-28,reminder,2025-07-30,150.0,8.0,19.0,,,,,
July,Purelei,selinasknopf,PS,ig,story inkl. rem.,done,2025-07-24,reminder,2025-07-30,750.0,20.0,38.0,,,,,
July,Purelei,lawa_living,PS,ig,story inkl. rem.,done,2025-07-26,reminder,2025-07-29,0.0,40000.0,0.0,,,,,
July,Purelei,julias_kleinewelt,PS,ig,story inkl. rem.,done,2025-07-28,reminder,2025-07-30,400.0,8.0,50.0,,,,,
July,Purelei,carlotta.xx,PS,ig,story inkl. rem.,done,2025-07-27,reminder,2025-07-31,1.5,32.0,47.0,,,,,
July,Purelei,Lea-Sophie Jell,PS,ig,story inkl. rem.,done,2025-07-22,reminder,2025-07-24,1.8,90.0,20.0,,,,,
July,Purelei,Milo My Hero,PS,ig,story inkl. rem.,done,2025-07-27,reminder,2025-07-30,850.0,49.0,17.0,,,,,
July,Purelei,nessiontour,PS,ig,story inkl. rem.,done,2025-07-30,reminder,2025-08-02,8.0,340.0,24.0,,,,,
July,Hydraid,sophiavanlaak,LS,ig,story inkl. rem.,done,2025-07-30,reminder,2025-08-05,450.0,10.0,45.0,,,,,
July,Purelei,mimilawrencefitness,PS,ig,story inkl. rem.,done,2025-07-26,reminder,2025-07-30,2.0,50.0,40.0,,,,,
July,Purelei,Anja Fee,PS,ig,story inkl. rem.,done,2025-07-24,reminder,2025-07-30,1.5,100.0,15.0,,,,,
July,Purelei,die.homrichs,PS,ig,story inkl. rem.,done,2025-07-28,reminder,2025-07-31,250.0,12.0,21.0,,,,,
July,Purelei,Isabeau,PS,ig,story inkl. rem.,done,2025-07-28,reminder,2025-07-30,2.5,100.0,25.0,,,,,
July,Purelei,frieda.lewin,SB,ig,story inkl. rem.,done,2025-07-28,reminder,2025-07-30,2.5,50.0,50.0,,,,,
July,Purelei,diana_pekic,SB,ig,story inkl. rem.,done,2025-07-28,reminder,2025-07-30,500.0,17.057,29.0,,,,,Schmuck individuell
July,Farben Löwe,eigenheimliebe,JT,ig,story inkl. rem.,done,2025-07-28,reminder,2025-07-30,1.8,45.0,40.0,,,,,
July,Purelei,palinamin,PS,ig,story inkl. rem.,done,2025-07-29,reminder,2025-07-31,4.0,150.0,27.0,,,,,
July,Purelei,jiggyjules,PS,ig,story inkl. rem.,done,2025-07-29,reminder,2025-07-31,500.0,13.0,38.0,,,,,
July,Hydraid,princessmaikelea,LS,ig,story inkl. rem.,done,2025-07-30,reminder,,1.0,50.0,20.0,,,,,
July,Vonmählen,nathis_lifestyle,LS,ig,story,done,2025-07-30,nichts,,,1.5,,,,,,
July,Vonmählen,vivien_rich_,LS,ig,story inkl. rem.,done,2025-07-30,reminder,2025-08-02,900.0,30.0,30.0,,,,,
July,girlgotlashes,maike.laube ,SB,ig,story inkl. rem.,done,2025-07-31,reminder,2025-08-03,0.0,,,,,,,Wimpernset
July,Vonmählen,der_flory,LS,ig,story,done,2025-07-31,reminder,2025-08-01,300.0,,,,,,,
July,Zahnheld,lisa.schnapa,SB,ig,story inkl. rem.,done,2025-07-31,reminder,2025-08-02,540.0,14.0,39.0,,,,,
July,Zahnheld,traumjob.mama,SB,ig,story inkl. rem.,done,2025-07-31,reminder,2025-08-03,2.7,,,,,,,
July,IOS,bydustinn,DP,ig,story inkl. rem.,done,2025-07-31,reminder,2025-08-04,2.31,53.9,43.0,,,,,
July,Purelei,einfach.stephi,LS,ig,story inkl. rem.,done,2025-07-31,reminder,2025-08-02,150.0,,,,,,,
July,Hydraid,absoluthedda,LB,ig,story inkl. rem.,reminder,2025-07-31,reminder,2025-08-06,220.0,5.5,40.0,,,,,
July,Hydraid,just.gocycling,LB,ig,story inkl. rem.,done,2025-07-31,reminder,2025-08-04,400.0,11.6,34.0,,,,,
August,TerraCanis,catsperte,SB,ig,story inkl. rem.,briefing,2025-08-01,reminder,,0.0,,,,,,,Schallzahnbürste
August,TerraCanis,djangoholly_crazy_greek_dogs,SB,ig,story inkl. rem.,briefing,2025-08-01,reminder,,0.0,,,,,,,Schallzahnbürste
August,TerraCanis,gestuet_wickeschliede,SB,ig,story inkl. rem.,briefing,2025-08-01,reminder,,0.0,,,,,,,
August,TerraCanis,bkh_miezenglueck,SB,ig,story inkl. rem.,briefing,2025-08-01,reminder,,0.0,,,,,,,
August,TerraCanis,dailykugel,SB,ig,story inkl. rem.,planned,2025-08-01,reminder,,0.0,,,,,,,
August,girlgotlashes,muddivated,SB,ig,story inkl. rem.,briefing,2025-08-01,reminder,2025-08-07,500.0,,,,,,,Wimpernset
August,Purelei,saraviktoria_ ,SB,ig,story inkl. rem.,briefing,2025-08-02,reminder,2025-08-04,200.0,,,,,,,Schmuck individuell
August,girlgotlashes,lenaschiwiora,SB,ig,story inkl. rem.,briefing,2015-08-02,reminder,2025-08-04,1.2,,,,,,,Wimpernset
August,Hydraid,alessiamoves,LS,ig,story inkl. rem.,done,2025-08-02,reminder,2025-08-05,300.0,8.0,38.0,,,,,
August,girlgotlashes,stephis.familienleben,DP,ig,story,briefing,2025-08-02,nichts,,0.0,,,,,,,Wimpernset
August,IEA,heikegerkrath,LB,ig,story inkl. rem.,done,2025-08-02,reminder,2025-08-05,200.0,4.0,50.0,,,,,
August,Farben Löwe,fraeulein.diy,LS,ig,story inkl. rem.,done,2025-08-03,reminder,2025-08-06,500.0,15.0,33.0,,,,,
8,TerraCanis,homeheartmade,SB,ig,story inkl. rem.,planned,,reminder,,3.333,95.0,35.0,,,,,Hundefutter allgemein
August,TerraCanis,mrs.tews,SB,ig,story inkl. rem.,briefing,2025-08-05,reminder,2025-08-08,1.15,30000.0,38.0,,,,,Hundefutter allgemein
August,Purelei,allaboutjjas,SB,ig,story inkl. rem.,planned,2025-08-05,reminder,2025-08-07,0.0,0.0,,,,,,Schmuck individuell
August,girlgotlashes,miss.puschinella,SB,ig,story inkl. rem.,briefing,2025-08-05,reminder,2025-08-10,0.0,,,,,,,Wimpernset
August,Hydraid,emma.spinsthewheel,LB,ig,story inkl. rem.,done,2025-08-06,reminder,2025-08-12,,2.0,,,,,,
August,Purelei,nedaxamiri,SB,ig,story inkl. rem.,planned,2025-08-07,reminder,2025-08-10,400.0,15.0,27.0,,,,,Schmuck individuell
August,Purelei,caroline.helming,SB,ig,story inkl. rem.,planned,2025-08-07,reminder,2025-08-17,1.0,28.0,36.0,,,,,Schmuck individuell
August,Purelei,officialyvonnemouhlen,SB,ig,story inkl. rem.,planned,2025-08-08,reminder,2025-08-10,700.0,38.7,18.0,,,,,Schmuck individuell
August,Purelei,life.to.go,DP,ig,story inkl. rem.,planned,2025-08-08,reminder,2025-08-10,1.5,57.362,26.0,,,,,Schmuck individuell
August,Purelei,Lea-Sophie Jell,PS,ig,story inkl. rem.,planned,2025-08-08,reminder,2025-08-12,1.8,90.0,20.0,,,,,
August,girlgotlashes,jennamiller,JT,ig,story inkl. rem.,briefing,2025-08-08,reminder,2025-08-15,6.5,,,,,,,Wimpernset
August,IOS,happybrackmann,JT,ig,story inkl. rem.,briefing,2025-08-08,reminder,2025-08-11,350.0,14.0,25.0,,,,,
August,Purelei,palinamin,PS,ig,story inkl. rem.,planned,2025-08-09,reminder,2025-08-22,4.0,150.0,27.0,,,,,
August,girlgotlashes,jennyjcby,SB,ig,story inkl. rem.,briefing,2025-08-10,reminder,2025-08-15,0.0,,,,,,,Wimpernset
August,Farben Löwe,buildmyhomebytm,LS,ig,story inkl. rem.,posted,2025-08-10,reminder,2025-08-13,600.0,20.0,25.0,,,,,
August,Purelei,frani.fine,SB,ig,story inkl. rem.,planned,2025-08-10,reminder,2025-08-12,250.0,8.0,31.0,,,,,Schmuck individuell
August,Valkental,markus_ebeling_reisen_natur,LB,ig,story inkl. rem.,posted,2025-08-11,reminder,2025-08-15,260.0,10.0,26.0,,,,,
August,Purelei,frieda.lewin,SB,ig,story inkl. rem.,briefing,2025-08-11,reminder,2025-08-15,2.5,50.0,50.0,,,,,
August,Purelei,_11imglueck,SB,ig,story inkl. rem.,planned,2025-08-11,reminder,2025-08-14,1.5,180.0,8.0,,,,,Schmuck individuell
August,girlgotlashes,my_beautyful_things,SB,ig,story inkl. rem.,briefing,2025-08-11,reminder,2025-08-14,0.0,,,,,,,Wimpernset
August,Hydraid,runninglisamarie,LB,ig,story inkl. rem.,posted,2025-08-12,reminder,2025-08-18,250.0,4.8,52.0,,,,,
August,Farben Löwe,home_and_interior,LS,ig,story inkl. rem.,briefing,2025-08-12,reminder,2025-08-15,900.0,25.0,36.0,,,,,
August,Purelei,mrs_ermerson,SB,ig,story inkl. rem.,planned,2025-08-12,reminder,2025-08-15,2.0,50.0,40.0,,,,,Schmuck individuell
August,Purelei,patriciakraft,SB,ig,story,briefing,2025-08-13,reminder,,1.5,35.3,42.0,,,,,Schmuck individuell
August,Purelei,geraldineschuele ,SB,ig,story inkl. rem.,planned,2025-08-13,reminder,2025-08-15,3.0,0.0,,,,,,Schmuck individuell
August,Hydraid,princessmaikelea,LS,ig,story,posted,2025-08-13,nichts,,1.0,50.0,20.0,,,,,
August,Farben Löwe,anni_interior_love,LB,ig,story inkl. rem.,planned,2025-08-14,reminder,2025-08-19,500.0,13.5,37.0,,,,,
August,Valkental,tina_mom_91,LS,ig,story inkl. rem.,briefing,2025-08-14,reminder,2025-08-18,450.0,12.0,38.0,,,,,
August,TerraCanis,karolina.deiss ,SB,ig,story inkl. rem.,briefing,2025-08-14,reminder,2025-08-18,1.7,50.0,34.0,,,,,Hundefutter allgemein
August,Zahnheld,geliebtes_hus,LS,ig,story inkl. rem.,briefing,2025-08-15,reminder,2025-08-18,900.0,25.0,36.0,,,,,
August,girlgotlashes,katharina_eisenblut_offiziell,SB,ig,story inkl. rem.,briefing,2025-08-15,reminder,2025-08-18,2.5,,,,,,,Wimpernset
August,Zahnheld,patrickheckl,LS,ig,story inkl. rem.,briefing,2025-08-15,reminder,2025-08-21,1.4,50.0,28.0,,,,,
August,Purelei,celineft1,LL,ig,story inkl. rem.,planned,2025-08-15,reminder,2025-08-17,400.0,5.515,73.0,,,,,Schmuck individuell
August,Purelei,selinasknopf,PS,ig,story inkl. rem.,planned,2025-08-15,reminder,2025-08-18,750.0,20.0,38.0,,,,,
August,Purelei,lawa_living,PS,ig,story inkl. rem.,planned,2025-08-15,reminder,2025-08-18,0.0,40000.0,0.0,,,,,
August,Valkental,stadtlandrad,LS,ig,story,briefing,2025-08-15,nichts,,0.0,,,,,,,
August,Riegel,eigenheimliebe,LS,ig,story,briefing,2025-08-15,nichts,,1.45,,,,,,,
August,TerraCanis,homeheartmade,SB,ig,story inkl. rem.,briefing,2025-08-16,reminder,2025-08-19,3.333,95.0,35.0,,,,,Hundefutter allgemein
August,Purelei,miss.puschinella,SB,ig,story inkl. rem.,briefing,2025-08-16,reminder,2025-08-18,0.0,,,,,,,Wimpernset
August,Hydraid,just.gocycling,LB,ig,story inkl. rem.,briefing,2025-08-16,reminder,2025-08-18,400.0,11.6,34.0,,,,,
August,Purelei,sandra.sicora,SB,ig,story inkl. rem.,planned,2025-08-16,reminder,2025-08-19,1.75,,,,,,,Schmuck individuell
8,girlgotlashes,geparrke,DP,ig,story inkl. rem.,planned,,reminder,,850.0,47.113,18.0,,,,,Wimpernset
August,Zahnheld,einfach.stephi,LS,ig,story inkl. rem.,briefing,2025-08-17,reminder,2025-08-19,450.0,,,,,,,
August,Farben Löwe,irina_pasternak,LB,ig,story inkl. rem.,planned,2025-08-18,reminder,2025-08-21,350.0,8.0,44.0,,,,,
August,Purelei,vanessa.niederl,SB,ig,story inkl. rem.,planned,2025-08-18,reminder,2025-07-22,0.0,,,,,,,Schmuck individuell
